RUDL34,RUDALL C F S
RXBY28,ROXBY DOWNS C F S
RXBYPUMP,ROXBY SOWNS C F S
RXBYQRV,ROXBY DOWNS C F S
RXD20,ROXBY DOWNS S E S
RXD29,ROXBY DOWNS S E S
SAD20,SADDLEWORTH S E S
SAD29,SADDLEWORTH S E S
SAL321,SALISBURY M F S
SAL329,SALISBURY M F S
SBY20,STREAKY BAY S E S
SBY29,STREAKY BAY S E S
SCBY24,SCEALE BAY C F S
SDDL34,SADDLEWORTH C F S
SEA469,SEAFORD M F S
SEAF00,SEAFORD C F S
SEAF24,SEAFORD C F S
SEAF24P,SEAFORD C F S
SEDN24,SEDAN C F S
SELL00,SELLICKS C F S
SELL34,SELLICKS C F S
SELLQRV,SELLICKS C F S
SEND24,SOUTHEND C F S
SEVN34,SEVENHILL / PENWORTHAM C F S
SFLG36,YANKALILLA C F S
SFLG42,YANKALILLA C F S
SFLGC1,YANKALILLA C F S
SFLGC2,YANKALILLA C F S
SHLG34,SHEAOAK LOG C F S
SHML24,SHERLOCK / MOORLANDS C F S
SHRG24,SHERINGA C F S
SHUM24,SOUTH HUMMOCKS C F S
SHWD24,SHERWOOD C F S
SLB321,SALISBURY THREE TWO ONE
SLB329,SALISBURY THREE TWO NINE
SLSB19,SALISBURY C F S
SLSB24P,SALISBURY C F S
SLSB42,SALISBURY C F S
SLTK34,SALT CREEK C F S
SMKY24,SMOKY BAY C F S
SNOW34,SNOWTOWN C F S
SNW20,SNOWTOWN S E S
SNW29,SNOWTOWN S E S
SPCG36,CRYSTAL BROOK C F S
SPCG42,CRYSTAL BROOK C F S
SPCGC1,CRYSTAL BROOK C F S
SPG20,SPALDING S E S
SPG29,SPALDING S E S
SPLD24,SPALDING C F S
SPLD34,SPALDING C F S
SPNC34,SPENCE C F S
SPRG34,SPRINGTON C F S
STBN24P,STRATHALBYN C F S
STBN34,STRATHALBYN C F S
STBN34P,STRATHALBYN C F S
STBNQRV,STRATHALBYN C F S
STEW34,STEWARTS RANGE C F S
STH029,SOUTH COAST S E S
STH20,SOUTH COAST S E S
STH29,SOUTH COAST S E S
STKY24,STREAKY BAY C F S
STKY28,STREAKY BAY C F S
STKY36,STREAKY BAY C F S
STLN19,STIRLING NORTH C F S
STLN28,STIRLING NORTH C F S
STM401,SAINT MAIRIES FOUR ZERO ONE
STM409,SAINT MAIRIES FOUR ZERO NINE
STNS24,STANSBURY C F S
STR20,STRATHALBYN S E S
STR29,STRATHALBYN S E S
STRG36,STRATHALBYN C F S
STRGC1,STRATHALBYN C F S
STRGC2,STRATHALBYN C F S
STRL24,STIRLING C F S
STRL28,STIRLING C F S
STRL42,STIRLING C F S
STRLPUMP19,STIRLING C F S
STT020,STURT S E S
STT20,STURT S E S
STUGC1,BELAIR C F S
STUGC2,BELAIR C F S
STUGC3,BELAIR C F S
SUMM14,SUMMERTOWN C F S
SUMM34P,SUMMERTOWN C F S
SUMM42,SUMMERTOWN C F S
SWAN14,SWAN REACH C F S
SWAN34,SWAN REACH C F S
SWNG36,MURRAY BRIDGE C F S
SWNGC1,MURRAY BRIDGE C F S
SYPG36,YORKETOWN C F S
SYPGC1,YORKETOWN C F S
SYPGC2,YORKETOWN C F S
TAN631,TANUNDA M F S
TAND24,TANUNDA C F S
TAND34P,TANUNDA C F S
TANDQRV,TANUNDA C F S
TANT34,TANTANOOLA C F S
TAPL34,TAPLAN C F S
TARL34,TARLEE C F S
TATG34,BORDERTOWN C F S
TATG36,BORDERTOWN C F S
TATGC1,BORDERTOWN C F S
TATGC2,BORDERTOWN C F S
TATS24,TATIARA C F S
TBY20,TUMBY BAY S E S
TBY29,TUMBY BAY S E S
TC381,TRAINING COLLEGE THREE EIGHT ONE
TC3811,TRAINING COLLEGE THREE EIGHT ONE ONE
TC3812,TRAINING COLLEGE THREE EIGHT ONE TWO
TC382,TRAINING COLLEGE THREE EIGHT TWO
TC389,TRAINING COLLEGE THREE EIGHT NINE
TCKY34,TUCKEY C F S
THOR34,THORNLEA C F S
TINT34,TINTINARA C F S
TLEM19,TAILEM BEND (R3) C F S
TLEMA24,TAILEM BEND (R3) C F S
TLLY34,TILLEY SWAMP C F S
TMBG36,TUMBY BAY C F S
TMBGA36,TUMBY BAY C F S
TMBGC1,TUMBY BAY C F S
TMBY24P,TUMBY BAY C F S
TMBY34,TUMBY BAY C F S
TMBYQRV,TUMBY BAY C F S
TOOL34,TOOLIGIE HILLS C F S
TOTH24,TOTHILL C F S
TROW24,TEROWIE C F S
TROWQRV,TEROWIE C F S
TRPN34,TARPEENA C F S
TRTP34,TARATAP C F S
TRUR24,TRURO C F S
TRUR34,TRURO C F S
TTG20,TEA TREE GULLY S E S
TTGY14,TEA TREE GULLY C F S
TTGY19,TEA TREE GULLY C F S
TTGY24,TEA TREE GULLY C F S
TWEL34,TWO WELLS C F S
TWEL34P,TWO WELLS C F S
UNGA34,UNGARRA C F S
UPST24,UPPER STURT C F S
UPSTQRV,UPPER STURT C F S
VHB711,VICTOR HARBOR M F S
VHB719,VICTOR HARBOR M F S
VICG14,HINDMARSH VALLEY C F S
VICG42,HINDMARSH VALLEY C F S
VICGC1,HINDMARSH VALLEY C F S
VICGC2,HINDMARSH VALLEY C F S
VICGC3,HINDMARSH VALLEY C F S
VICGC4,HINDMARSH VALLEY C F S
VIRG19,VIRGINIA C F S
VIRG24,VIRGINIA C F S
VIRG42,VIRGINIA C F S
VIRGQRV,VIRGINIA C F S
WAD20,WESTERN ADELAIDE S E S
WADD24,WADDIKEE C F S
WAIK19,WAIKERIE C F S
WAIK24,WAIKERIE C F S
WAIKPUMP,WAIKERIE C F S
WAIKQRV,WAIKERIE C F S
WAIT24,WAITPINGA C F S
WAIT34,WAITPINGA C F S
WAKG42,BALAKLAVA C F S
WAKGC1,BALAKLAVA C F S
WAKGC2,BALAKLAVA C F S
WAL671,WALLAROO M F S
WALK24,WALKER FLAT C F S
WANL24,WANILLA C F S
WAR20,WAROOKA S E S
WAR29,WAROOKA S E S
WARD24,WARDS HILL C F S
WARK14,WAROOKA C F S
WARK34,WAROOKA C F S
WARN34,WARNERTOWN C F S
WARR24,WARRAMBOO C F S
WATG42,MILLICENT C F S
WATL24,WATERLOO C F S
WATV24,WATERVALE C F S
WATVQRV,WATERVALE C F S
WCHS14,WOODCHESTER C F S
WCHS24,WOODCHESTER C F S
WDSD24P,WOODSIDE C F S
WDSD34,WOODSIDE C F S
WDV241,WOODVILLE M F S
WDV243,WOODVILLE TWO FOUR THREE
WDV249,WOODVILLE TWO FOUR NINE
WEET34,WEETULTA / NALYAPPA C F S
WEST24,WESTERN FLAT C F S
WEYG36,CEDUNA C F S
WEYGC1,CEDUNA C F S
WH5214,WHYALLA M F S
WH5242,WHYALLA M F S
WH528,WHYALLA M F S
WHAR24,WHARMINDA C F S
WHIT24,WHITE FLAT C F S
WHY20,WHYALLA S E S
WHY29,WHYALLA S E S
WHY523,WHYALLA M F S
WHY529,WHYALLA M F S
WHYT34,WHYTE YARCOWIE C F S
WILM34,WILMINGTON C F S
WILMQRV,WILMINGTON C F S
WILP24,WILPENA C F S
WISR34,WISANGER C F S
WLLG00,WILLUNGA C F S
WLLG28,WILLUNGA HAZ MAT
WLLG34,WILLUNGA C F S
WLLK34,WILLALOOKA C F S
WLLM19,WILLIAMSTOWN C F S
WLLM34,WILLIAMSTOWN C F S
WNDL34,WANDILO C F S
WNDR34,WANDEARAH C F S
WNGY24,WANGARY C F S
WOLS24,WOLSELEY C F S
WOOB34,WOOLUMBOOL C F S
WOOL34,WOOLSHEDS  / WASLEYS C F S
WOOM19,WOOMERA C F S
WRBA34,WIRRABARA C F S
WRRL14,WIRRULLA AND DISTRICT C F S
WRRL19,WIRRULLA AND DISTRICT C F S
WSTD14,WESTERN DISTRICTS C F S
WSTD24,WESTERN DISTRICTS C F S
WSTD34,WESTERN DISTRICTS C F S
WTRG42,MILLICENT C F S
WTRGA42,MILLICENT C F S
WTRGC1,MILLICENT C F S
WTRGC2,MILLICENT C F S
WTRGC3,MILLICENT C F S
WTRGC4,MILLICENT C F S
WUD20,WUDINNA S E S
WUDN19,WUDINNA C F S
WUDN24,WUDINNA C F S
WUDNQRV,WUDINNA C F S
WUNK34,WUNKAR C F S
WYNA24,WYNARKA C F S
YAHL34,YAHL C F S
YALA34,YALANDA JAMES C F S
YAN20,YANKALLILA S E S
YANK19,YANKALILLA C F S
YANK34,YANKALILLA C F S
YANK34P,YANKALILLA C F S
YCKA34,YACKA C F S
YEEL34,YEELANNA C F S
YLFL34,YALLUNDA FLAT C F S
YONG34,YONGALA C F S
YONGQRV,YONGALA C F S
YORG36,MAITLAND C F S
YORG42,MAITLAND C F S
YORGC1,MAITLAND C F S
YORK19,YORKETOWN C F S
YORK24,YORKETOWN C F S
YORK28,YORKETOWN C F S
YUND34,YUNDI C F S
YUNT14,YUNTA C F S
YUNT19,YUNTA C F S
